Gene,21.21 Days,37.33 Days,52.96 Days,68.08 Days,83.08 Days,98.08 Days,115 Days,134.96 Days,157.92 Days,180.88 Days,202 Days
ACRV1,11.3779508,13.66668741,7.491788845,6.21618359,7.56263078,6.312221694,3.483895722,3.623782404,2.404042101,3.109009112,2.588750639
ACSBG1,171.3309551,157.1683786,156.1931233,184.7386867,174.5170546,135.1544841,136.7518902,120.2917121,120.3639673,99.68232615,108.8797808
ACSBG2,11.67723875,7.108558822,5.075112483,8.121740079,12.95703491,8.756956419,14.73080139,11.18243351,11.68724052,9.674509711,7.62283119
ACSF2,197.9363817,199.7766725,261.3672304,245.9430477,256.6094973,282.6439913,200.4616645,202.0109536,191.7169777,212.1201695,256.0978689
ACSF3,301.1118593,287.945227,289.5461493,273.9849606,271.9498755,285.6747636,244.9598711,245.3118146,241.111429,281.7479171,259.7306884
ACSL1,759.8750204,659.7257296,748.1255062,717.1033512,794.9635701,655.4634446,678.8625258,642.4676789,637.6954151,618.2593739,624.6148962
ACSL3,3111.402296,2684.365563,3003.543615,2539.624115,2129.707885,2102.738495,1622.894088,1657.784256,1268.089614,1399.222436,1423.566824
ACSL4,2744.757291,2184.785534,1991.754822,1892.045236,1793.480869,1789.00961,1648.407172,1504.919881,1507.800837,1883.598934,1840.850647
ACSL5,70.28630936,52.86934498,49.78353553,37.91233596,35.55610263,35.50208494,31.70200075,18.78051591,19.99496028,21.38928497,33.65193893
ACSL6,18.5803839,23.07642947,24.6159838,18.65524723,19.07214332,20.62121546,21.00211515,18.97259819,19.72219089,15.02237784,15.42039166
ACSM1,0,0,0,0,0,0.5479785,0,0,0,0,0
ACSM2A,12.98454545,15.90778108,18.67753468,14.97624834,14.48260536,11.98622408,7.991610807,7.40671911,11.41213391,11.49955365,10.8619457
ACSM2B,0,0,0,0,0,0,0,0.58873,0,0,0
ACSM3,3.072355049,1.711077,3.689396276,1.091717383,1.831530855,2.357159223,2.899129659,3.405597078,1.0186465,3.078957135,1.8465575
ACSM4,5.99402707,3.996326636,3.996159494,4.494311045,3.998452691,5.498387235,2.499026928,5.99756436,5.499631142,5.002642096,5.998006782
ACSM5,1.294688868,0,0,0.690398018,0.9526369665,0,0,0,0.3455265,0.346089,1.905691973
ACSM6,6.991927475,14.48897044,12.98965328,10.98859523,21.99787635,7.500872442,10.49849174,5.498694498,8.994970845,9.006064624,6.99846918
ACSS1,222.8831774,199.2881333,170.3022472,120.9011719,104.4695751,78.30959573,58.12274575,67.80699154,34.20470255,29.33252741,23.41125325
ACSS2,409.6708552,352.0179229,433.6526598,350.3607765,328.2214051,405.4894427,318.6788975,325.4387496,281.6490025,330.2856357,303.7210664
ACSS3,258.6643188,231.4778421,278.575024,256.8050533,210.2783887,225.8132614,254.9747583,390.819978,421.5831944,379.1716225,375.6254683
ACTA1,4.995772515,8.995224741,6.998859287,5.996596351,6.506595171,5.006013937,6.005207057,4.506158044,5.004764525,4.00471596,5.501476761
ACTA2,11818.24491,11285.11323,11291.80441,11514.74057,8901.063086,9635.063635,13664.66749,11748.48235,12349.22149,14399.97851,16454.01522
ACTA2-AS1,48.80126979,57.02631973,59.39100965,97.63514918,82.95432567,111.3713119,131.1332008,95.86708319,78.8590438,135.5793499,216.3049039
ACTB,265290.3774,208021.2599,176492.2777,185887.496,165310.6163,145367.16,144935.0147,130648.6954,128765.9129,160256.9332,144561.2058
ACTBL2,0,1.4988045,2.495062158,0.998802555,1.998633385,0,0,0.9998769925,0.9999495335,0.999409485,1.49942237
ACTC1,817.5292465,905.4926176,829.4631368,743.6940805,523.3919321,424.82609,447.5724509,668.3718413,797.7614778,1416.826694,1595.209261
ACTG1,93908.79418,77260.50112,72571.56013,75292.15379,71336.55832,65123.68047,63373.31826,57303.11192,57515.13867,67296.99395,62634.07946
ACTG1P17,19.14443634,10.45167885,16.74674701,12.85632866,22.75963157,21.584924,19.90930573,13.89590063,11.08583908,16.0236346,14.0204557
ACTG1P20,175.2952015,155.9605133,161.0632038,200.0015233,159.216678,181.349199,149.4294533,128.5703094,131.089477,124.7218311,149.4188018
ACTG1P4,5.992497476,4.004100166,6.501126342,3.998016,5.010559835,1.0003535,1.998845691,4.514375244,4.50486316,5.511322914,3.50588879
ACTG2,23.0906505,16.83881492,6.308245095,5.55041493,7.209305765,6.263366699,2.615614932,8.492421844,4.489545617,7.540057322,4.799057609
ACTL10,26.4747633,21.98558176,28.48808292,36.97140625,18.00271458,25.50186969,28.99226516,22.49617756,19.99915375,23.02095553,32.00282538
ACTL6A,666.9749114,523.9646144,417.1476831,404.4317904,397.5694422,355.3532641,294.7911556,316.3598558,287.6319238,322.5410596,300.7977592
ACTL6B,0,0,0.9996745,0,0,0,0,0,1.000155057,0.5002275,1.000724
ACTL7A,0.9988534815,0,3.998546745,2.997615695,5.000907085,1.499811715,2.00108,4.498412654,3.999710032,3.503386154,5.001716554
ACTL7B,0.498890663,0,0,0,0,0,0.5001085,0.4995644615,0,0,0
ACTL8,0,0,0,0.499795168,0,0,0,0,1.501241337,0.5006846135,0.5001223925
ACTN1,24814.60615,20057.51247,18205.56906,18260.37045,16538.21817,15399.74064,17712.34546,17175.34705,18033.95476,21054.38307,20634.15141
ACTN1-AS1,5.498780831,4.507266327,5.014353018,5.51268105,3.521397891,6.544979981,6.526802798,3.998926998,5.500659248,6.038364094,11.03136051
ACTN2,1.003723963,0.5021015,0,0.501786927,0,0,0,0.5027985,1.0038975,0.503387,1.0044492
ACTN3,1.530739193,2.443435308,1.931454025,3.936975805,0.9847763295,1.020911062,0.4744285,1.900678,2.042144395,0.474385647,1.020607071
ACTN4,21867.73143,17854.79068,15605.75725,15950.7477,13654.04027,11912.48959,12350.7337,11214.63016,11755.68161,14353.2935,13917.76653
ACTR10,1002.97229,836.4113668,883.5717025,908.6379047,980.2297143,1016.965191,910.5130339,868.3097194,916.1435655,1013.832439,1084.644877
ACTR1A,2101.425448,1807.422668,1701.404029,1810.900396,1952.238866,2147.508562,1884.356517,1840.960812,1782.33662,2152.620721,2236.800463
ACTR1B,754.1090155,664.8699289,627.1275404,616.7542264,598.2383254,629.1529386,564.6569728,643.9436228,602.3607066,706.7787627,725.2746317
ACTR2,10828.25897,9153.988429,7962.154721,8424.7034,8391.348343,7826.163018,7696.138409,7173.914357,7297.107473,8682.791208,8383.634287
ACTR3,10219.29152,8552.98321,7854.367109,7977.265358,7667.878486,6968.444911,6393.092539,5677.726,5456.439379,7018.76574,6753.363524
ACTR3-AS1,32.24413458,32.38067799,34.94102471,35.55682299,50.75993891,45.45854859,32.20523336,45.81862694,26.46355345,37.78603891,42.26550355
ACTR3B,77.88029998,54.78908996,64.64258475,60.92587738,72.08559646,71.78888946,58.73793324,67.39855524,63.76171646,79.5701571,89.62473546
ACTR3BP2,0,0.50076943,0,0.5002987195,0.501193,0,0.501236,0,0,0,0
ACTR3BP5,0,0,0,0,0,0.5003155,0,0,0.500515,0,0.9997677475
ACTR3C,193.7970629,164.0213406,192.3905123,168.6508474,129.7510843,151.6296706,131.3564135,155.7957678,189.6417794,192.3793933,191.3891832
ACTR5,107.368984,99.89333199,86.86000031,87.88198955,80.63379214,72.03651213,72.54118019,73.99443173,61.98056386,65.52112259,88.97023044
ACTR6,231.9404764,215.5086047,179.4711504,179.6321675,197.459712,196.9422419,188.1802833,165.7239839,187.3815525,212.536704,214.4591369
ACTR8,752.0513286,636.6911795,622.2184256,641.4688438,674.6681114,687.1853778,632.8129465,608.0037748,599.1929738,670.979627,654.5919357
ACTRT2,0,0,0,0,0.5022345735,0,0,0,0,0,0
ACTRT3,29.97292199,27.4828206,26.98426579,24.97956137,29.00038608,40.00596316,37.4987529,51.99203812,50.51126796,47.54145725,50.00624753
ACVR1,2066.048407,1693.247106,1818.84932,1871.934156,1948.904343,1995.53802,1864.535024,1846.294648,1869.03956,1799.345798,1825.085074
ACVR1B,509.7431981,503.1101581,493.6677431,555.9064654,604.2546094,595.9832564,529.6809208,531.2439153,534.4091593,597.7930015,567.6828833
ACVR1C,19.71930875,15.61823295,17.99724332,17.01094989,18.72632719,26.4592331,39.53006646,67.10651354,44.89220814,59.15981153,38.04729346
ACVR2A,513.2172342,449.4649315,459.5240745,485.0999064,515.0953272,450.6711334,526.3961831,654.789858,835.6565416,771.7060059,795.981466
ACVR2B,138.1803607,119.0308188,156.2113423,113.2810865,128.5302333,136.4788609,165.3761318,162.1333178,201.0142066,176.8120257,208.4886012
ACVR2B-AS1,74.47445996,58.5295633,76.14248248,67.65390537,74.4020037,61.99457749,75.75641421,71.8326717,60.79774407,60.17162386,72.50665531
ACVRL1,1301.806944,1111.478429,1013.464437,981.677116,998.164006,981.3132835,818.4126305,798.1581051,709.6685585,685.4566984,667.079161
ACY1,147.0221608,131.4429262,130.7465785,105.7688402,127.7452124,136.3014633,114.8280176,124.707921,118.2498756,132.7554746,153.6195432
ACYP1,21.2145387,11.13265013,21.81965496,23.83214289,17.65176785,22.143897,18.25299869,20.23341039,18.43758269,13.6871401,11.26147749
ACYP2,144.0996666,120.3352716,161.7424937,153.1401523,166.2554969,183.6385794,171.6390806,172.2923463,200.7782204,230.339175,233.0494142
ADA,201.1345783,175.4561429,203.1464647,228.964617,388.8136235,423.5198563,306.4688619,250.3688666,213.5656437,209.9522062,193.7509983
ADA2,163.5239035,128.0465659,113.0950921,117.114133,80.01841555,73.42918396,54.10019873,67.4785641,63.16347613,78.99620415,62.9165621
ADAD1,0,0,0,0,0,0,0.508555,0,0,0,0
ADAD2,0,0,0,0,0,0,0.502484732,0,0,0,0
ADAL,267.9062488,179.3210437,168.4317213,200.0555683,207.9202228,230.4431037,184.4773091,166.290504,193.0049555,190.4343724,181.3569983
ADAM10,5026.394648,4524.320915,4360.856812,4780.605054,5062.57659,5077.644393,4654.126109,4262.58052,4133.979388,5136.844168,5267.032892
ADAM11,18.4630389,14.97840487,25.43870108,18.46962272,17.47907569,16.47787995,12.98544598,9.500517401,10.49455626,11.00394223,7.491241234
ADAM12,7595.945766,6247.866084,6050.460613,6660.891473,7287.965489,6011.288239,5537.985463,5263.263683,6127.102953,5853.147024,5382.251097
ADAM15,864.9746571,760.798675,725.9752056,744.6176573,775.6497948,765.7491851,688.6948149,736.0714787,651.5688034,761.5297844,802.7997828
ADAM17,1051.260209,907.42986,985.7844965,1031.809998,944.9864565,899.9579154,883.1296376,797.6688522,825.3925898,783.726686,927.5955155
ADAM19,1673.715417,1342.5081,1012.27185,1100.170738,1071.603985,869.6530094,812.3227506,606.5941307,631.4530276,675.0700333,669.7985654
ADAM20,10.48612503,13.98324226,17.97236872,21.46975657,22.97771053,24.47728554,30.97310415,27.99644645,18.4936124,41.5088757,28.98847253
ADAM20P1,16.12990928,20.97477332,24.94979944,32.07702063,29.78289141,36.60783287,33.77710925,39.70747046,33.86438565,45.19960335,34.17403894
ADAM21,8.923983809,7.49121025,10.37460929,10.48555238,12.94814309,16.40592281,20.48303385,19.99858542,21.09588415,21.50407869,20.99414863
ADAM21P1,0.5652275,0,2.609020087,0.998816794,0.538331,1.579772878,2.498033028,4.499143858,3.895618511,2.501517152,1.500011536
ADAM22,28.53540117,11.77702872,12.47984912,6.193883774,11.49522501,10.46801227,5.2319038,11.51757046,6.598207787,5.277795738,16.68824936
ADAM23,106.850776,85.36276685,65.79033837,85.34467785,90.90296315,82.3821414,52.92276464,59.50889426,67.43394702,62.0283699,76.94311172
ADAM28,59.54287647,85.9724041,92.32998135,119.5215005,101.5037346,114.3762956,89.67059139,83.71035054,88.09227093,126.4896997,164.8101362
ADAM29,0.463742,0,0,0,0,0.5089129395,0,0,0,0,0
ADAM30,0,0.4992972265,0.4986491375,0,0,0.9989685465,0.4994939005,1.0001585,0,0,0.9999165
ADAM32,44.77985351,46.33432982,35.25448825,42.65667217,45.03948364,40.83871916,50.45504063,41.09792156,47.98817625,35.78469743,35.45903726
ADAM33,5406.247906,5076.891469,5687.845145,5399.307538,5992.475488,6105.665491,4710.663628,5384.579208,3934.696492,3240.69645,2657.209985
ADAM3A,25.98148068,16.49027636,32.96244302,16.99609872,20.49984726,19.51779394,18.49568637,16.00704821,12.5021448,10.00697478,14.50259643
ADAM3B,0,0.998978,0,1.000864,1.003452,2.007824,1.5042885,0.499524,0.501992,0.999076,1.5023775
ADAM5,0,0,0,0,0,0,0,0,1.0017075,0,0
ADAM6,1.498080069,0,0.999079039,0,0,0.500172,0,0,0,0,0
ADAM7,0.4994217215,0,0,0,0,0,0,0,0,0.4995348105,0
ADAM8,17.87503282,13.92468802,20.3672815,12.8770996,13.9644424,12.55531639,13.65075758,10.764242,10.78277643,9.45596581,13.12940286
ADAM9,5775.060611,5180.801193,5152.841497,5441.709116,5629.352566,5369.989289,4965.866864,4597.461901,4367.098263,5826.950483,5461.367769
ADAMDEC1,4.02041989,12.06045017,6.028656408,5.023850808,5.028149654,5.364757039,4.021089679,9.556111273,5.028831361,5.534097197,9.05058069
ADAMTS1,4739.797611,3807.191212,4737.511963,4285.211976,7925.030212,6572.236121,6350.576823,6952.72443,5840.912846,6635.338675,5137.938026
ADAMTS10,143.5533069,149.768285,175.3349664,197.1786302,231.595679,247.6397223,228.1114429,289.087612,246.7378764,182.2575153,179.3309505
ADAMTS12,2437.564248,2033.679398,2068.284574,2406.923587,2700.437217,2885.431796,3189.993623,3035.593202,3733.620142,3740.500508,3506.694116
ADAMTS13,47.16759896,38.16235023,49.00814867,62.52091749,63.97734443,61.39807832,38.39509173,48.59126072,53.5742133,45.97779823,56.42980044
ADAMTS14,224.2089977,159.226569,151.0643915,175.1461176,210.1832001,338.3940514,304.5680127,313.5157337,368.3807246,362.8026955,373.7258635
ADAMTS15,4.992414659,9.481875255,4.485380521,15.97223498,7.497321605,5.992852163,5.493549675,5.498626916,8.498787525,0.997799648,0.9986323495
ADAMTS16,0,0,0.4988908575,2.998935798,1.999833696,2.999162087,1.000037134,0,0,0.501437,0.500042113
ADAMTS17,10.2364437,11.17727919,4.459789276,7.166831164,4.305303962,10.23764272,10.48365397,9.075963705,6.922221227,5.377441317,3.804454425
ADAMTS18,12.47972482,19.9706401,25.9420193,19.96388553,22.95892267,17.96776103,18.97279545,19.50173428,16.48497829,13.49523647,13.98931018
ADAMTS19,0.499395,0,0.49817599,0,0,0,0,0.500189,0,0,0.499837
ADAMTS2,3445.475301,2943.430753,3049.610608,3353.597752,4133.187816,4512.282701,4683.081847,4758.935013,5144.45091,5174.18892,5313.618669
ADAMTS20,0.4994175,0,0,0.4991876465,0.4998864665,0,0.4991915,0,0,0,0.999707
ADAMTS3,46.43487687,29.45568619,23.43775107,20.46113731,63.84249678,97.29378973,71.88249428,71.0227989,54.93913496,61.54903078,44.47676897
ADAMTS4,901.7904601,630.5477887,544.3825718,598.9059526,508.2076309,445.1481876,441.340509,418.9006245,351.2946506,295.8574796,345.8247216
ADAMTS5,3786.2928,3598.841055,5158.938929,4347.574501,5763.10726,5653.646448,7782.575052,8868.47872,9527.933122,7939.244774,7718.3396
ADAMTS6,1376.874335,1305.568467,1320.821634,1475.812335,1610.34723,1409.556369,1408.884526,1255.677207,1416.402273,1297.3836,1152.485265
ADAMTS7,781.9158758,788.789882,831.7867334,826.4117031,829.3210498,984.472124,1454.46013,1879.441984,2045.114364,2290.601967,1971.208769
ADAMTS7P1,6.020736911,8.033392695,10.0278422,9.566526386,6.527565508,9.056945154,11.55964817,21.6647119,20.60153289,15.06428254,15.0439712
ADAMTS8,0.998527275,1.497952237,2.991822855,0.99839777,2.995562111,2.4961805,0,0,0.499987818,0.999993066,0.4999305
ADAMTS9,147.1091697,120.6723416,114.702433,116.2472029,109.9573468,84.73716139,105.704091,102.3736627,135.2196407,126.0747214,117.6317702
ADAMTS9-AS1,1.025603706,4.615303136,7.177436211,6.663874038,4.101791575,1.025309,2.564302538,7.3415373,5.76590478,5.647145007,4.744163
ADAMTS9-AS2,21.47913431,15.48510575,29.96477826,20.97472635,24.47927551,28.48514178,31.48492859,40.99913404,43.49332755,38.52893107,47.50129622
ADAMTSL1,4792.724761,5296.83962,4980.897189,6191.440458,6130.812346,5142.290656,3931.060454,3125.229414,2813.019436,4770.028525,4198.210944
ADAMTSL2,15.33922343,12.80221111,11.78487207,21.06068192,11.28700908,11.20112858,10.23218605,10.2784728,13.9326809,14.83414466,12.38784502
ADAMTSL3,2.996581045,1.997802118,0,0,0,0,0.998704045,1.500493279,0,0,0
ADAMTSL4,1208.407995,1137.663204,1861.480177,1862.75847,2440.914789,2717.436404,3455.633071,3000.96891,2919.769948,4195.464931,5157.871188
ADAMTSL4-AS1,155.7580116,150.7966337,183.4849045,147.0412912,145.674612,265.8602826,199.2737744,289.1282089,215.1452767,247.8816735,258.4591156
ADAMTSL5,321.526775,314.7619618,353.4064311,395.2372593,419.829489,524.0997719,488.0156667,524.4784392,525.7219358,646.6542807,717.5663411
ADAP1,30.65656875,34.9242844,17.34170739,21.39871399,27.86687926,21.09003213,19.68327687,20.36832224,19.00198205,34.2305867,25.14053365
ADAP2,78.53189253,84.37976511,88.48098834,86.20856415,74.00355046,82.88030693,58.66568339,63.51160087,52.16827995,56.53874576,76.79571325
ADAR,6415.042858,5475.04522,5263.605878,5378.671663,5595.691202,5228.869297,4650.070559,4680.837743,4592.282164,4940.458425,4946.525035
ADARB1,1479.423733,1387.347855,1861.212915,1693.714506,1753.65917,1605.53095,2079.707371,1924.846103,2274.900973,2216.439665,2277.644897
ADARB2,28.94064678,18.64952293,21.24775309,22.73739126,26.92955029,19.79141976,23.79776227,23.24697055,13.67153682,26.94835673,23.27569227
ADARB2-AS1,0.4929721745,0.9912668755,0.9949094775,0,0.991101817,1.4816169,0.987815422,0.4936966465,0.9891274215,0.991239132,0.9898251375
ADAT1,1081.400922,909.6169616,936.050676,938.5573727,869.6288737,923.0796165,823.011187,879.1274097,840.2926399,896.248113,888.1343398
ADAT2,341.7956858,294.6712688,297.5490849,304.8336012,304.4545891,289.659026,241.1895545,227.4518497,197.0955071,216.0252938,219.4991166
ADAT3,65.93310188,77.57098705,61.11474946,60.62544809,69.77396924,52.97020826,46.3851118,45.97832439,41.77874192,49.63542632,42.17287286
ADCK1,133.4959165,115.9449984,133.3403351,124.8007909,113.6583774,126.8720812,116.2636979,123.3409863,124.6201719,124.3706827,134.566274
ADCK2,143.3257003,118.8701456,130.7804144,134.3178745,164.86827,172.3642072,171.3658297,196.4886715,183.9418125,185.0666054,219.914398
ADCK5,108.8818839,85.42837518,81.41390501,73.92212087,69.97966029,83.97208074,76.46991411,62.49335739,68.49733799,76.0440518,83.49944066
ADCY1,70.06968331,68.72794059,59.9737855,57.49693302,55.85879266,53.36609949,53.91799584,53.81868347,42.55209275,48.29723157,68.62437655
ADCY10,17.26484473,13.08077067,18.29143914,12.02658804,19.87667334,12.87627126,28.23959524,22.00317963,27.88777417,20.93500919,21.9835836
ADCY10P1,52.5591221,45.24137097,41.33127245,32.18554099,40.61480303,20.90143109,27.511491,32.4583558,20.70391605,28.61740461,24.96328624
ADCY2,67.46232544,49.67210858,48.61805189,62.90864408,51.11644265,47.98195619,47.1129858,35.01010159,52.5998327,32.7064468,40.97568706
ADCY3,1628.681794,1310.50901,1175.488094,1148.297052,1118.094621,1017.76046,883.0086328,833.4342881,804.4984835,761.8306902,719.3515116
ADCY4,55.43297341,31.61250952,39.86319142,61.62156631,98.38837228,147.6204684,116.5790009,216.3263406,142.1419644,77.86870381,53.50888401
ADCY5,23.68669319,18.46336849,14.91875582,18.66840444,21.52762953,14.35898906,16.49637607,13.55953011,34.67321741,25.68917209,37.53672648
ADCY6,546.2577289,543.6880681,563.0908537,625.8376842,698.3852195,701.3080007,669.0545103,762.0592854,738.9559619,856.1928345,846.2156818
ADCY6-DT,0.4791690805,0,0,0.539648,2.043647427,0.965458277,0,2.027975014,0,0.9532655,0.539888618
ADCY7,1399.47548,1195.134177,1031.626509,1143.474603,1182.866117,1165.255819,880.6477969,873.8467695,816.2762064,875.0434721,804.9483728
